"","study_id","TREATMENT"
"6206","10.1007/s00572-005-0003-z"," treatments"
"6207","10.1007/s00572-005-0003-z"," noninoculated"
"6208","10.1007/s00572-005-0003-z"," am"
"6209","10.1007/s00572-005-0003-z"," the control"
"6210","10.1007/s00572-005-0003-z"," growth substrate"
"6211","10.1007/s00572-005-0003-z"," inoculation"
"6212","10.1007/s00572-005-0003-z"," transplantation %"
"6213","10.1007/s00572-005-0003-z"," am fungi"
"6214","10.1007/s00572-005-0003-z"," inoculated mother plants"
"6215","10.1016/j.chemosphere.2005.01.038","inoculated when"
"6216","10.1016/j.chemosphere.2005.01.038"," inoculated plants"
"6217","10.1016/j.chemosphere.2005.01.038"," the inoculation"
"6218","10.1016/j.chemosphere.2005.01.038"," uninoculated control"
"6219","10.1016/j.chemosphere.2005.01.038"," treatments alone"
"6220","10.1016/j.chemosphere.2005.01.038"," the dual inoculation"
"6221","10.1016/j.chemosphere.2005.01.038"," same sediment"
"6222","10.1016/j.chemosphere.2005.01.038"," actinorhizas mycorrhizas"
"6223","10.1016/j.chemosphere.2005.01.038"," plants inoculated"
"6224","10.1016/j.chemosphere.2005.01.038"," dual inoculation"
"6225","10.1016/j.chemosphere.2005.01.038"," stress recovery"
"6226","10.1016/j.chemosphere.2005.01.038"," defoliation experiment"
"6227","10.1016/j.chemosphere.2005.01.038"," the intraradices treatments alone"
"6228","10.1016/j.chemosphere.2005.01.038"," alone"
"6229","10.1016/j.envpol.2005.05.009","as"
"6230","10.1016/j.envpol.2005.05.009"," control"
"6231","10.1016/j.envpol.2005.05.009"," infected"
"6232","10.1016/j.envpol.2005.05.009"," sterile acidic"
"6233","10.1016/j.envpol.2005.05.009"," as hyperaccumulator"
"6234","10.1016/j.envpol.2005.05.009"," arsenic as"
"6235","10.1016/j.envpol.2005.05.009"," arsenic"
"6236","10.1016/j.envpol.2005.05.009"," plants inoculated inoculated"
"6237","10.1016/j.envpol.2005.05.005","a zn cd pb highly"
"6238","10.1016/j.envpol.2005.05.005"," am"
"6239","10.1016/j.envpol.2005.05.005"," cd pb"
"6240","10.1016/j.envpol.2005.05.005"," am colonisation"
"6241","10.1016/j.envpol.2005.05.005"," cd"
"6242","10.1016/j.envpol.2005.05.005"," inoculated grown"
"6243","10.1016/j.envpol.2005.05.005"," pb"
"6244","10.1016/j.envpol.2005.05.005"," a zn cd decreased"
"6245","10.1016/j.envint.2005.05.041","moderately"
"6246","10.1016/j.envint.2005.05.041"," as"
"6247","10.1016/j.envint.2005.05.041"," non-mycorrhizal controls"
"6248","10.1016/j.envint.2005.05.041"," addition"
"6249","10.1016/j.envint.2005.05.041"," uninoculated controls"
"6250","10.1016/j.envint.2005.05.041"," inoculated treatments"
"6251","10.1016/j.envint.2005.05.041"," as application"
"6252","10.1016/j.envint.2005.05.041"," as levels"
"6253","10.1016/j.chemosphere.2005.01.029","sand culture"
"6254","10.1016/j.chemosphere.2005.01.029"," the treatments"
"6255","10.1016/j.chemosphere.2005.01.029"," pb more"
"6256","10.1016/j.chemosphere.2005.01.029"," am fungal"
"6257","10.1016/j.chemosphere.2005.01.029"," untreated control"
"6258","10.1016/j.chemosphere.2005.01.029"," five"
"6259","10.1016/j.chemosphere.2005.01.029"," mycorrhizae"
"6260","10.1016/j.chemosphere.2005.01.029"," pb"
"6261","10.1016/j.chemosphere.2005.01.029"," mycorrhizal inoculation"
"6262","10.1016/j.jbiotec.2004.12.009","sb sb+rp"
"6263","10.1016/j.jbiotec.2004.12.009"," a cd g-1"
"6264","10.1016/j.jbiotec.2004.12.009"," when co-inoculated"
"6265","10.1016/j.jbiotec.2004.12.009"," these treatments"
"6266","10.1016/j.jbiotec.2004.12.009"," am-colonization"
"6267","10.1016/j.jbiotec.2004.12.009"," sugar beet"
"6268","10.1016/j.jbiotec.2004.12.009"," rp"
"6269","10.1016/j.jbiotec.2004.12.009"," cd"
"6270","10.1016/j.jbiotec.2004.12.009"," am inoculum"
"6271","10.1016/j.jbiotec.2004.12.009"," non-amended"
"6272","10.1016/j.jbiotec.2004.12.009"," nodule"
"6273","10.1016/j.jbiotec.2004.12.009"," without rock-phosphate"
"6274","10.1016/j.jbiotec.2004.12.009"," am-colonized"
"6275","10.1016/j.jbiotec.2004.12.009"," am-colonization critical"
"6276","10.1016/j.scitotenv.2004.07.015","inoculation"
"6277","10.1016/j.scitotenv.2004.07.015"," the mycorrhizal infection frequencies"
"6278","10.1016/j.scitotenv.2004.07.015"," mycorrhizae"
"6279","10.1016/j.chemosphere.2004.10.009","presence absence cr(vi"
"6280","10.1016/j.chemosphere.2004.10.009"," presence absence"
"6281","10.1016/j.chemosphere.2004.10.009"," inoculated plants"
"6282","10.1016/j.chemosphere.2004.10.009"," presence g-1 cd ni"
"6283","10.1016/j.chemosphere.2004.10.009"," non-contaminated contaminated"
"6284","10.1016/j.chemosphere.2004.10.009"," inoculated mosseae"
"6285","10.1016/j.chemosphere.2004.10.009"," hemp non-mycorrhized"
"6286","10.1016/j.chemosphere.2004.10.009"," inoculated non-inoculated"
"6287","10.1016/j.chemosphere.2004.10.009"," non-mycorrhized"
"6288","10.1016/j.chemosphere.2004.10.009"," hemp"
"6289","10.1016/j.chemosphere.2004.10.009"," non-contaminated soil"
"6290","10.1007/s00248-003-0131-y","control plants"
"6291","10.1007/s00248-003-0131-y"," both treatments"
"6292","10.1007/s00248-003-0131-y"," addition amendment"
"6293","10.1007/s00248-003-0131-y"," the amendment"
"6294","10.1007/s00248-003-0131-y"," addition inoculation amendment"
"6295","10.1007/s00248-003-0131-y"," sugar beet"
"6296","10.1007/s00248-003-0131-y"," the effective coccifera treatment stimulating"
"6297","10.1007/s00248-003-0131-y"," control soil"
"6298","10.1007/s00248-003-0131-y"," combined treatment"
"6299","10.1007/s00248-003-0131-y"," rock phosphate"
"6300","10.1007/s00248-003-0131-y"," mycorrhizal inoculation"
"6301","10.1007/s00442-004-1777-y","ectomycorrhizal"
"6302","10.1007/s00442-004-1777-y"," the ch"
"6303","10.1007/s00442-004-1777-y"," am fungal"
"6304","10.1007/s00442-004-1777-y"," am"
"6305","10.1007/s00442-004-1777-y"," ha"
"6306","10.1007/s00442-004-1777-y"," low soil inoculum"
"6307","10.1007/s00442-004-1777-y"," forest type"
"6308","10.1007/s00442-004-1777-y"," ch soils"
"6309","10.1007/s00442-004-1777-y"," am fungi"
"6310","10.1007/s00442-004-1777-y"," ch"
"6311","10.1007/s00572-004-0321-6","where aluminum al"
"6312","10.1007/s00572-004-0321-6"," sand culture"
"6313","10.1007/s00572-004-0321-6"," am fungal"
"6314","10.1007/s00572-004-0321-6"," the am fungus"
"6315","10.1007/s00572-004-0321-6"," aluminum al"
"6316","10.1007/s00572-004-0321-6"," al"
"6317","10.1007/s00572-004-0321-6"," am fungi"
"6318","10.1016/j.envpol.2004.02.015","cd seedlings"
"6319","10.1016/j.envpol.2004.02.015"," non-mycorrhizal"
"6320","10.1016/j.envpol.2004.02.015"," cadmium taken"
"6321","10.1016/j.envpol.2004.02.015"," cd"
"6322","10.1016/j.envpol.2004.02.015"," cd pretreatment"
"6323","10.1016/j.envpol.2004.02.015"," inoculated"
"6324","10.1016/j.envpol.2004.02.015"," cd taken"
"6325","10.1016/j.envpol.2004.02.015"," cadmium pretreatment"
"6326","10.1007/s00572-004-0312-7","a treatment management"
"6327","10.1007/s00572-004-0312-7"," ergosterol"
"6328","10.1007/s00572-004-0312-7"," inoculate"
"6329","10.1007/s00572-004-0312-7"," ash the treatment"
"6330","10.1007/s00572-004-0312-7"," ectomycorrhizal"
"6331","10.1007/s00572-004-0312-7"," ash"
"6332","10.1007/s00572-004-0312-7"," four levels"
"6333","10.1007/s00572-004-0312-7"," ash treatment"
"6334","10.1007/s00572-004-0312-7"," em"
"6335","10.1128/AEM.70.5.2692-2701.2004","vam inoculation"
"6336","10.1128/AEM.70.5.2692-2701.2004"," fertilized inoculated"
"6337","10.1128/AEM.70.5.2692-2701.2004"," with"
"6338","10.1128/AEM.70.5.2692-2701.2004"," noninoculated"
"6339","10.1128/AEM.70.5.2692-2701.2004"," without pesticides"
"6340","10.1128/AEM.70.5.2692-2701.2004"," vam"
"6341","10.1128/AEM.70.5.2692-2701.2004"," denaturing"
"6342","10.1128/AEM.70.5.2692-2701.2004"," inoculation"
"6343","10.1128/AEM.70.5.2692-2701.2004"," gap levels reduced"
"6344","10.1016/S0960-8524(03)00198-6","mycorrhizal inoculum"
"6345","10.1016/S0960-8524(03)00198-6"," amf"
"6346","10.1016/S0960-8524(03)00198-6"," am infectious"
"6347","10.1016/S0960-8524(03)00198-6"," sewage"
"6348","10.1016/S0960-8524(03)00198-6"," ssl"
"6349","10.1016/S0960-8524(03)00198-6"," pm"
"6350","10.1016/S0960-8524(03)00198-6"," t ssl"
"6351","10.1016/S0960-8524(03)00198-6"," inoculum"
"6352","10.1016/S0960-8524(03)00198-6"," four doses"
"6353","10.1016/S0960-8524(03)00198-6"," poultry manure"
"6354","10.1046/j.1469-8137.2003.00938.x","am"
"6355","10.1046/j.1469-8137.2003.00938.x"," treatments these"
"6356","10.1046/j.1469-8137.2003.00938.x"," inoculum"
"6357","10.1046/j.1469-8137.2003.00938.x"," am fungi"
"6358","10.1046/j.1469-8137.2003.00938.x"," mycotrophic grass"
"6359","10.1046/j.1469-8137.2003.00938.x"," four grasses"
"6360","10.1046/j.1469-8137.2003.00938.x"," unfertilized"
"6361","10.1007/s00572-003-0289-7","elevated co2"
"6362","10.1007/s00572-003-0289-7"," inoculated"
"6363","10.1007/s00572-003-0289-7"," elevated ambient"
"6364","10.1007/s00572-003-0289-7"," elevated ambient ppm"
"6365","10.2134/jeq2003.2001","low p"
"6366","10.2134/jeq2003.2001"," inoculation /-mycorrhizal"
"6367","10.2134/jeq2003.2001"," sterile sand"
"6368","10.2134/jeq2003.2001"," as"
"6369","10.2134/jeq2003.2001"," low nutrient availability"
"6370","10.2134/jeq2003.2001"," arsenic"
"6371","10.2134/jeq2003.2001"," inoculation"
"6372","10.2134/jeq2003.2001"," a. löve"
"6373","10.1139/w03-073","co-inoculation"
"6374","10.1139/w03-073"," inoculation also dual"
"6375","10.1139/w03-073"," single inoculation"
"6376","10.1139/w03-073"," pb"
"6377","10.1139/w03-073"," pb absorbed"
"6378","10.1139/w03-073"," nodule"
"6379","10.1007/s00572-003-0281-2","cd addition"
"6380","10.1007/s00572-003-0281-2"," low-p"
"6381","10.1007/s00572-003-0281-2"," am fungus"
"6382","10.1007/s00572-003-0281-2"," am"
"6383","10.1007/s00572-003-0281-2"," the am fungus"
"6384","10.1007/s00572-003-0281-2"," cd kg(-1"
"6385","10.1007/s00572-003-0281-2"," cd"
"6386","10.1007/s00572-003-0281-2"," am plants"
"6387","10.1007/s00572-003-0281-2"," inoculated"
"6388","10.1007/s00572-003-0281-2"," cd rate"
"6389","10.1007/s00572-003-0224-y","four families"
"6390","10.1007/s00572-003-0224-y"," dse"
"6391","10.1007/s00572-003-0224-y"," gravimetric soil water"
"6392","10.1007/s00572-003-0224-y"," water"
"6393","10.1007/s00572-003-0224-y"," epiphytic"
"6394","10.1007/s00572-003-0224-y"," inoculum levels"
"6395","10.1007/s00572-003-0224-y"," fungi colonized"
"6396","10.1007/s00572-003-0274-1","salinity stress"
"6397","10.1007/s00572-003-0274-1"," mycorrhiza-inoculated"
"6398","10.1007/s00572-003-0274-1"," uninoculated"
"6399","10.1007/s00572-003-0274-1"," uninoculated plants"
"6400","10.1007/s00572-003-0274-1"," mycorrhizae"
"6401","10.1007/s00572-003-0274-1"," salinity"
"6402","10.1007/s00572-003-0274-1"," non-mycorrhizal"
"6403","10.1007/s00572-003-0274-1"," am-inoculated"
"6404","10.1007/s00572-003-0265-2","soil moisture"
"6405","10.1007/s00572-003-0265-2"," with without"
"6406","10.1007/s00572-003-0265-2"," inoculated plants"
"6407","10.1007/s00572-003-0265-2"," mycorrhizal inoculation"
"6408","10.1007/s00572-003-0265-2"," treatment"
"6409","10.1007/s00572-003-0265-2"," colonized"
"6410","10.1007/s00572-003-0265-2"," drought"
"6411","10.1007/s00572-003-0265-2"," well-watered water-stressed"
"6412","10.1007/s00572-003-0265-2"," plants colonized colonized"
"6413","10.1007/s00572-003-0265-2"," well-watered"
"6414","10.1007/s00572-003-0265-2"," am fungi"
"6415","10.1007/s00572-003-0265-2"," plants inoculated inoculated"
"6416","10.1007/s00572-002-0213-6","noninoculated"
"6417","10.1007/s00572-002-0213-6"," am fungi"
"6418","10.1007/s00572-002-0213-6"," inoculated"
"6419","10.1007/s00572-002-0213-6"," inoculation"
"6420","10.1016/s0269-7491(03)00195-7","single mycorrhizal"
"6421","10.1016/s0269-7491(03)00195-7"," am fungus"
"6422","10.1016/s0269-7491(03)00195-7"," pb"
"6423","10.1016/s0269-7491(03)00195-7"," rhizosphere bacteria"
"6424","10.1016/s0269-7491(03)00195-7"," cd"
"6425","10.1016/s0269-7491(03)00195-7"," coinoculation"
"6426","10.1016/s0269-7491(03)00195-7"," pgpr"
"6427","10.1016/s0269-7491(03)00195-7"," the dually inoculated"
"6428","10.1016/s0269-7491(03)00195-7"," inoculation"
"6429","10.1016/s0269-7491(03)00195-7"," am plants"
"6430","10.1016/s0269-7491(03)00195-7"," inocula"
"6431","10.1046/j.1469-8137.2003.00688.x","amf"
"6432","10.1046/j.1469-8137.2003.00688.x"," inoculating"
"6433","10.1046/j.1469-8137.2003.00688.x"," amf the"
"6434","10.1046/j.1469-8137.2003.00688.x"," uninoculated"
"6435","10.1046/j.1469-8137.2003.00688.x"," three"
"6436","10.1046/j.1469-8137.2003.00688.x"," uninoculated pots"
"6437","10.1007/s00267-002-2879-0","same proportion"
"6438","10.1007/s00267-002-2879-0"," npk"
"6439","10.1007/s00267-002-2879-0"," control soil"
"6440","10.1007/s00267-002-2879-0"," the combination"
"6441","10.1007/s00267-002-2879-0"," compost addition + mycorrhizal inoculation"
"6442","10.1007/s00267-002-2879-0"," compost"
"6443","10.1007/s00267-002-2879-0"," mycorrhizal inoculation"
"6444","10.1093/treephys/23.3.157","al mm"
"6445","10.1093/treephys/23.3.157"," aluminum"
"6446","10.1093/treephys/23.3.157"," mycorrhizal fungi"
"6447","10.1093/treephys/23.3.157"," fr"
"6448","10.1093/treephys/23.3.157"," al added"
"6449","10.1093/treephys/23.3.157"," colonized"
"6450","10.1093/treephys/23.3.157"," inoculation combined"
"6451","10.1093/treephys/23.3.157"," aluminum al"
"6452","10.1093/treephys/23.3.157"," al"
"6453","10.1093/treephys/23.3.157"," factorially combined"
"6454","10.1093/treephys/23.3.157"," the treatments"
"6455","10.1093/treephys/23.3.157"," non-mycorrhizal"
"6456","10.1093/treephys/23.3.157"," inoculated"
"6457","10.1016/s0045-6535(02)00323-5","biotrophic fungal"
"6458","10.1016/s0045-6535(02)00323-5"," the ecm fungi"
"6459","10.1016/s0045-6535(02)00323-5"," wr fungi"
"6460","10.1016/s0045-6535(02)00323-5"," wr annosum chrysosporium versicolor ectomycorrhizal"
"6461","10.1016/s0045-6535(02)00323-5"," biotrophic saprotrophic"
"6462","10.1016/s0045-6535(02)00323-5"," ecm pine"
"6463","10.1007/s00442-002-1022-5","mycorrhizal fungus"
"6464","10.1007/s00442-002-1022-5"," trays nm"
"6465","10.1007/s00442-002-1022-5"," overlap weeks"
"6466","10.1007/s00442-002-1022-5"," trays non-inoculated nm"
"6467","10.1007/s00442-002-1022-5"," high"
"6468","10.1007/s00442-002-1022-5"," available high low available"
"6469","10.1007/s00442-002-1022-5"," trays non-inoculated"
"6470","10.1007/s00442-002-1022-5"," inoculated trays"
"6471","10.1007/s00442-002-1022-5"," high low available"
"6472","10.1007/s00572-001-0147-4","control plants"
"6473","10.1007/s00572-001-0147-4"," yeast amf inoculated"
"6474","10.1007/s00572-001-0147-4"," the yeast"
"6475","10.1007/s00572-001-0147-4"," amf inoculated"
"6476","10.1007/s00572-001-0147-4"," amf"
"6477","10.1007/s00572-001-0147-4"," treatment"
"6478","10.1007/s00572-001-0147-4"," the yeast amf"
"6479","10.1007/s00572-001-0147-4"," untreated"
"6480","10.1007/s00572-001-0147-4"," inoculated"
"6481","10.1093/jexbot/53.371.1207","n fertilization treatment"
"6482","10.1093/jexbot/53.371.1207"," amf"
"6483","10.1093/jexbot/53.371.1207"," n fertilization"
"6484","10.1093/jexbot/53.371.1207"," pco(2 combined ambient pa pa"
"6485","10.1093/jexbot/53.371.1207"," the inoculation n fertilization fertilization high treatment all"
"6486","10.1093/jexbot/53.371.1207"," combined compared"
"6487","10.1093/jexbot/53.371.1207"," without inoculation"
"6488","10.1093/jexbot/53.371.1207"," with"
"6489","10.1093/jexbot/53.371.1207"," the inoculation treatment"
"6490","10.1093/jexbot/53.371.1177","presence absence"
"6491","10.1093/jexbot/53.371.1177"," cd stress"
"6492","10.1093/jexbot/53.371.1177"," non-mycorrhizal"
"6493","10.1093/jexbot/53.371.1177"," cd presence mg bioavailable"
"6494","10.1093/jexbot/53.371.1177"," cd-treated"
"6495","10.1093/jexbot/53.371.1177"," cd accumulated levels"
"6496","10.1093/jexbot/53.371.1177"," cd"
"6497","10.1093/jexbot/53.371.1177"," the hm"
"6498","10.1093/jexbot/53.371.1177"," cytoplasm"
"6499","10.1093/jexbot/53.371.1177"," the presence absence"
"6500","10.1093/jexbot/53.371.1177"," inoculated"
"6501","10.1007/s00572-001-0140-y","ectomycorrhizal"
"6502","10.1007/s00572-001-0140-y"," one-month-old"
"6503","10.1007/s00572-001-0140-y"," away"
"6504","10.1007/s00572-001-0140-y"," the treatment"
"6505","10.1007/s00572-001-0140-y"," inoculum"
"6506","10.3732/ajb.89.2.337","without p"
"6507","10.3732/ajb.89.2.337"," inoculated plants"
"6508","10.3732/ajb.89.2.337"," low-p"
"6509","10.3732/ajb.89.2.337"," noninoculated"
"6510","10.3732/ajb.89.2.337"," inoculation"
"6511","10.3732/ajb.89.2.337"," unfertilized"
"6512","10.1046/j.0028-646X.2001.00265.x","ecmf"
"6513","10.1046/j.0028-646X.2001.00265.x"," mycorrhizal fungal"
"6514","10.1046/j.0028-646X.2001.00265.x"," cell-free assays"
"6515","10.1046/j.0028-646X.2001.00265.x"," ectomycorrhizal fungal control"
"6516","10.1046/j.0028-646X.2001.00265.x"," coinoculation treatments"
"6517","10.1046/j.0028-646X.2001.00265.x"," low soil nutrient"
"6518","10.1046/j.0028-646X.2001.00265.x"," damping-off symptoms"
"6519","10.1046/j.0028-646X.2001.00265.x"," control unr biological"
"6520","10.1078/0944-5013-00095","tricalcium phosphate"
"6521","10.1078/0944-5013-00095"," microbial inocula"
"6522","10.1078/0944-5013-00095"," inoculated plants"
"6523","10.1078/0944-5013-00095"," inorganic phosphate"
"6524","10.1078/0944-5013-00095"," the am fungus"
"6525","10.1078/0944-5013-00095"," rhizobacteria these"
"6526","10.1078/0944-5013-00095"," mycorrhiza helper"
"6527","10.1078/0944-5013-00095"," control"
"6528","10.1078/0944-5013-00095"," brasilense treatment"
"6529","10.1078/0944-5013-00095"," fixing bacteria"
"6530","10.1078/0944-5013-00095"," combined treatment"
"6531","10.1078/0944-5013-00095"," phosphate solubilizing bacteria"
"6532","10.1078/0944-5013-00095"," inoculated together"
"6533","10.1078/0944-5013-00095"," dual inoculation"
"6534","10.1078/0944-5013-00095"," phosphate solubilizing rhizobacteria"
"6535","10.1007/s005720100122","control plants"
"6536","10.1007/s005720100122"," control plants"
"6537","10.1007/s005720100122"," inoculated plants"
"6538","10.1007/s005720100122"," non-irradiated natural soil"
"6539","10.1007/s005720100122"," soil treatment"
"6540","10.1007/s005720100122"," n fertilization"
"6541","10.1007/s005720100122"," inoculation treatment"
"6542","10.1007/s005720100122"," irradiated irradiated irradiated amended"
"6543","10.1007/s005720100122"," inoculated bulbs onions inoculated"
"6544","10.1007/s005720100122"," preinoculated onion"
"6545","10.1007/s005720100122"," colonized"
"6546","10.1007/s005720100122"," bulbs"
"6547","10.1007/s005720100122"," irradiated soils"
"6548","10.1007/s005720100122"," irradiated irradiated"
"6549","10.1007/s005720100122"," inoculated"
"6550","10.1007/s005720100122"," not irradiated"
"6551","10.1007/s005720100122"," non-irradiated natural"
"6552","10.1093/jexbot/51.347.1117","with"
"6553","10.1093/jexbot/51.347.1117"," alone"
"6554","10.1093/jexbot/51.347.1117"," without inoculation"
"6555","10.1046/j.1469-8137.1999.00471.x","ergosterol"
"6556","10.1046/j.1469-8137.1999.00471.x"," p limitation"
"6557","10.1046/j.1469-8137.1999.00471.x"," four ectomycorrhizal"
"6558","10.1046/j.1469-8137.1999.00471.x"," nutrient depletion"
"6559","10.1046/j.1469-8137.1999.00471.x"," intact ectomycorrhizal seedlings"
"6560","10.1046/j.1469-8137.1999.00471.x"," other soil microorganisms"
